ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
-0.02546965825647873,0.2591551480742428,-0.13944958298738322,0.11239768694078435,0.9658095581792442,1.7086933837224054,-1.1804703550259383,1.3052344705543053,-1.2861012476015834,0
-2.2843686625195256,-2.036102833368326,-0.38592773378569256,-0.30764674272092646,-0.014796947934060228,2.062260174728323,0.27055593677582046,-0.6390887203621366,0.6841134543095345,0
0.6972127462253784,0.8475354481007348,-0.2400106967392893,1.360386182812135,-0.014796947934060228,-0.09401776200298889,0.7809976302719047,0.000799890474949963,-1.1671872792400546,0
0.8452642863115276,0.5475677821234054,0.0004932291456758528,0.5919174584384842,0.644031293458045,-0.7787110838488429,1.2549428501118478,2.1518254562557497,0.8482820215422638,0
1.3727720685934217,-0.464358197737665,-0.46017831940917586,-0.36364241943276177,-0.6494224093954356,-0.3438864108977727,-0.8242313420414658,-2.181964374002649,0.13876434740391835,0
-1.0136505280196209,-0.24501918158662733,0.7680379556983642,0.2669420940592806,-0.19173389927959228,-1.803141136987417,-1.7790046585015655,-0.7285762436089235,-1.803062097421483,0
2.142573340542505,1.572463939256828,0.7681552843374688,0.24706929812385173,1.6615559537049915,-1.7637504231977283,-0.14971302200078188,1.1538444442666895,-1.6579018424663319,0
1.0623215236633858,0.2126544188074523,-0.9513523841013248,-1.6166335270741674,-0.8382779448673989,0.5988629107945656,-0.5807313999372219,-0.228863603431786,0.5569558474517414,0
-0.02546965825647873,-2.3534512859176364,-0.8813874944549024,0.43073922590527824,-1.7973022131778587,-0.4556754877854378,-0.47728051994918447,-0.7912914456999914,-0.4763933486852709,0
2.7931830293664306,0.9386312988591503,0.39577897391370453,1.2348821197291895,1.9486930139735879,1.7034576572575566,1.1011661957815724,0.3531476063232906,0.5174075715623802,0
0.19485631159350117,-0.938227571389603,1.1904473474729882,0.27062611502672373,-0.19322819095958624,-0.010166417598679001,0.3935237121699009,0.7820273044606527,-0.3901861236590049,0
0.6124514232252445,0.6789527499297728,-0.3702354588932881,0.6241659651602571,-0.014796947934060228,-0.7684206547845598,0.07278224282227974,0.639090680944783,0.05757682138931623,0
0.031040557127616695,-1.206350073600957,-0.3744371730830186,-2.2211321245400795,-1.4183412201464232,-0.9711227014144409,0.49712367821842884,0.8302685676623593,-0.667659779108025,0
-0.02546965825647873,-1.4049546148767211,0.6064009221435772,-0.17943025336473412,-0.9460138304302821,-0.5746218827527751,1.5373603030616745,0.640617910693884,0.5730370243119128,0
0.287093323220994,0.2729790527025217,0.7269043594267557,-1.2947625448111646,-0.014796947934060228,0.22815286346516825,-0.31940973529460603,0.24684494949142663,1.0387166069101261,0
-0.4944911236659614,-0.29308653481787766,2.172662183225209,1.5838187202808334,0.8543451188985504,1.1201883037439062,-0.8298230427840105,0.5494078844715726,0.5248223389552432,0
-0.015242932747928407,0.4464725224308042,1.0225735113296468,1.877675189003133,-0.014796947934060228,-1.3741432671341074,1.8475671973314185,-0.6186366992118421,0.38653189056447923,0
1.4335435763046616,2.3553793326127286,0.23119317774799275,-0.13725547408104868,1.7912355854181707,0.6405212579620652,-0.2713378207260363,0.3202217840600475,0.6879635170531903,0
1.2933462679571526,2.52397423298292,-0.2912326814710582,-0.5798526288063675,-0.014796947934060228,0.0648183108496339,-0.4220504297376707,-0.1639979796190952,-1.9614749933389841,0
0.20193788499574064,0.5513152658642134,0.4124078577849296,-1.6989660640909554,0.059375913122643224,0.540797364124644,-0.5367954494511791,-0.22892903228667513,-1.8023048788425307,0
-0.02546965825647873,0.9448229226435333,0.03324086597335542,2.028723233370674,-0.014796947934060228,1.5912955787110141,0.6186888778594684,-1.3332098728462776,0.21353181719142605,0
-0.28161239061010174,-0.8541956480138283,1.018440888550191,-0.7981300760470529,-0.6274236248678932,1.2059055426457543,1.0879953721242939,0.6743733930520297,-0.2781776297504769,0
-0.02546965825647873,0.596365721354262,-0.5595972703670886,-0.9571289264581274,-0.18438507441269192,0.1243575587060287,-0.028991337660889367,-0.41547368961215864,1.9124787668321348,0
-2.1575723829068374,0.0162334112856664,-0.09654850758867628,-0.07956945833992986,-0.014796947934060228,0.22609320675570974,0.7025239116844914,1.5075625626797013,0.7198221287766943,0
-1.1386708337170508,-1.6919354419973722,-0.5414222223204389,1.8537070948784096,-0.145256345475124,0.5774142038114212,-0.9154899553187477,-0.6008622280288752,1.0994612521336764,0
-0.3807912747803177,0.07292799991518785,-0.09070915551784914,0.9782546325906389,-0.2770046660238816,-0.15978732009629595,0.18591269689391987,0.852276520171599,1.5814027755236977,0
-2.468729768260962,0.351485645022836,1.3013153883936757,1.0485039045218654,1.394390463494443,0.19277383752359203,-0.144813959090567,-2.2906137171853582,0.27885149238581425,0
-0.02546965825647873,-1.5389806112678697,-1.0023477097600655,0.49534167915406174,-0.8191260942507795,-1.573967427598945,-0.4701842072865809,-1.06979549066032,0.04880294246309505,0
-0.02546965825647873,2.130536199337153,0.4959613797554628,0.3649751698747015,1.7093122046669402,-0.7636958708211161,-1.1897904308429683,-0.8496596696404055,0.03175120010244496,0
-0.02546965825647873,-1.4664472127323145,-0.7778552726627301,1.2156997563149439,-0.7358532904814715,1.702458720159346,0.6903184671496909,-0.870724806863241,2.6543381307284415,0
0.07296063687829789,0.4031691205712182,-0.777534067124001,-0.7122790159786109,0.13081247559521628,-1.0404552825279996,-1.9232346893332082,0.3253322000269589,1.437851247218,0
1.8715791906877643,-0.17070919855498404,-0.2664288293278214,-0.23039577001653525,-0.014796947934060228,0.3294949902277122,0.7901872861815765,-1.2254634820953387,-1.4215001923132282,0
2.2850380419686402,-2.3898672903560554,0.03567280527065424,0.6564575434315058,-0.7166047608720912,-0.16354382877680862,-0.4214611266115516,-0.04273948623967141,1.3974230260279545,0
0.2312553812126894,1.176256661653513,1.2022210024912796,-0.17454829585828427,1.4820488223553159,-0.17595930967474824,-1.221268843661175,-1.3898693738619694,-1.0330341801566758,0
-0.02546965825647873,1.0921902834399169,-0.8241806336693213,-1.040602416900044,-0.014796947934060228,-0.5224110931998452,-0.6402446745910998,1.2475144053989708,1.3613589219054467,0
-1.3321925782193726,-0.13433044657659987,-0.27296890730246004,-0.6705665664463498,-0.2703635667555039,0.19230991196490888,-1.003120190486354,-1.0887313361380215,-0.08290474188529065,0
-2.3350137435101987,-0.3789800532603817,0.3122492806926032,-1.0005544686269126,-1.3155434978224194,0.3792804237003244,-1.5872570618820556,0.45575128928751046,-0.6438293959126657,0
-0.9905370303874248,3.280632560938294,-0.5396680314961154,-0.645065400721066,-0.014796947934060228,-0.3307621896438322,-0.6106014973561908,0.9626857991860946,-1.3714292081029016,0
-0.02546965825647873,-1.6093719154115422,-0.2362778779555573,-0.7779255672553985,-0.014796947934060228,0.011451549859750111,2.4741598938745697,-0.8423221188132174,-1.3573118039058387,0
1.4917920049864823,0.06827600326155113,0.304454521994964,-0.6390461933132744,-0.15302274247494027,-0.36286422823392045,0.6610919011992291,-2.2843538793671754,0.4577479860425383,0
-0.02546965825647873,1.1401998673542781,-1.1758094701542803,-1.5936535478741316,-0.6797572280780813,-0.9502798337593892,1.2254304061284351,-1.5047607401972496,-0.5853311405200232,0
-1.1851738532992597,-0.04548179501180767,-0.6107284902054817,0.5505407669440956,-0.4684946971011656,-1.1269504115444084,-1.240706001135681,-0.43340411929767114,0.5997496651338711,0
0.04869120601463443,1.287127113889527,0.7716477449340631,-0.1947135585405641,1.448857395541337,-1.1651530451662808,-0.964827856394904,-0.0170852410376657,1.557959944982403,0
1.9363401133350713,0.19610808274183505,-1.373103861887687,-0.15162073007334662,0.10353530572547028,-1.1508038087029744,2.9117772999448026,0.3440811854382885,0.9276491274917864,0
-1.5752999932825633,-0.3959895487894913,-0.05082512940751915,-1.5102966526715622,-0.014796947934060228,-0.27542468613398763,1.3249832417520089,0.03201795311701135,0.7381192678036695,0
-0.932809643762296,0.6229053051397644,1.550121213329237,0.03921097104316874,-0.014796947934060228,0.9704182864845456,0.5609821320752985,0.7056902475618515,0.21906291653515964,0
-0.08185443344782373,0.40355514656898306,-1.304534851784516,-1.6799917463055838,-0.4980589907076036,-0.43329664262367557,-0.30217272668484574,1.3305939882880131,-0.9880743507421178,0
2.4548806535706924,-0.6993359025356389,-0.7133832898818782,-0.98004423437612,-0.7264244904941958,-1.2669147318701797,-1.2678038430749374,0.7650817160108372,0.042273136093661186,0
-0.02546965825647873,-2.021879742636152,1.4143422985758614,-0.5055621518503242,-0.8043730610418478,0.5459272356280196,1.3041802902284307,0.3802264894089747,0.5622882137991257,0
1.144910211018739,0.11623881236216682,-0.05449780220938871,-1.394224500633987,-0.4350799216720283,-0.26585289639134835,-0.15617341030830426,-1.171633236272448,-0.43651769244769606,0
-0.02546965825647873,-0.85101180746643,0.6247557199573833,-0.04804037752865236,-0.9348170002373198,-0.5247210863513128,0.5734592944655533,0.5911211612097311,-1.1772804418633378,0
